rn	type	text
10706	I	<par>reconstruction in database?</par>
10708	I	<par>reconstruction in database?</par>
10731	I	<par>This record appears to duplicate RN 10732--in fact, there seem to be numerous duplicates for this source.</par>
10743	I	<par>check gloss.</par>
10744	I	<par>check gloss.</par>
10797	I	<par>For the reflex of the Lisu vowel, cf. PLB <reconstruction>*ʔgoŋ²</reconstruction> NECK &gt; Lisu (Northern) <latinform>kɤ⁵⁵tsi⁵⁵</latinform>. (<latinform>-ɤ</latinform> is the corresponding vowel to Fraser’ s -rgh; <latinform>tsi⁵⁵</latinform> is ‘joint’ .). <latinform>-ɤ (-rgh)</latinform> may be the regular reflex of *<latinform>-oŋ</latinform> after velars.</par>
10822	I	<par>1384? See below</par>
10823	I	<par>m = &apos;leaf&apos;? (JAM)</par>
10824	I	<par>2104 2x? or M2: 1390?</par>
10831	T	<par>Lisu <latinform>hchï⁵</latinform> &apos;water&apos;.</par>
10848	T	<par>&lt; <reconstruction>*nan</reconstruction>.</par>
10879	T	<par>Lisu <latinform>h&apos;i⁶</latinform> &apos;stomach&apos;.</par>
10925	T	<par>PL <reconstruction>*yip ⪤ *ʔyip</reconstruction> -- simplex <latinform>⪤</latinform> causative.</par>
11039	I	<par>Check.</par>
11040	I	<par>Check.</par>
11083	I	<par>Not in LTSR. Insert forms from DB-PL 544.</par>
11200	I	<par>Change form to <latinform>ci˯tehˇ.</latinform></par>
11406	T	<par>A PLB reconstruction with <latinform>*ʔr-</latinform> seems preferable, since <latinform>*ʔw-</latinform> becomes Lahu <latinform>f-</latinform>.</par>
11528	I	<par>The constriction in the Akha form is unexplained; it is perhaps due to assimilation to the glottal-stop (=zero) initial. This is a Tone *3 etymon in Lolo-Burmese, which is associated with creakiness in any case. The same holds for Achang Longchuan and several Hani forms.</par>
11544	I	<par>clean up?</par>
11545	I	<par>Check source re 2d syll.</par>
11550	I	<par>Bradley’ s PL form has little support. See etymon 569 <reconstruction>*pum ⪤ *pwam</reconstruction> SHOULDER.</par>
11603	I	<par>1390? What is _?</par>
11605	I	<par><emph>REMOVE THIS ENTRY ENTIRELY (JAM)</emph></par>
11607	I	<par>cf. fˆ(barred/accent)</par>
11612	I	<par>C = ?</par>
11613	I	<par>229/181?</par>
12001	I	<par>wrong tone. Check DB’ s justification for <reconstruction>*š</reconstruction> instead of <reconstruction>*s</reconstruction>. Check DB’ s reconstructed tone.</par>
12036	I	<par>This PLB form set up by Bradley (#633) has only WB for support; elsewhere all Lolo-Burmese forms point to <reconstruction>*-p</reconstruction>. See e.g. the Bisu, Bola, Maru, and Zaiwa cognates. In general it is difficult to distinguish the PLB rhymes <reconstruction>*-ut</reconstruction> and <reconstruction>*-up</reconstruction> based entirely on Loloish (as opposed to Burmish) evidence.</par>
16741	I	<par>Literally &quot;penis+egg&quot;.</par>
236074	T	<par>The final consonant in Phunoi <latinform>sùp</latinform> has perhaps assimilated to the preceding vowel.</par>
236080	I	<par>Note the similarity between this form and 127492 &apos;back of hand&apos; which both have the same first syllable; in the latter it looks like *lak HAND; but that seems inappropriate here. The prefix is very common in Phunoi body part words; in most of those it seems to mean ‘arm’ or ‘hand’ , but not in all (cf. ‘nostril’ ; ‘tendon’ ; etc.).</par>
236162	T	"<par>Bisu <latinform>sa</latinform> probably means &quot;flesh&quot; (cf. <xref ref=""34"">#34</xref>).</par>"
236244	T	"<par>According to Bradley (1979:304-5), this form coexists with Mpi <latinform>ne²</latinform>; see <xref ref=""545"">#545</xref>.</par>"
441410	T	<par>The voiceless lateral in Bisu <latinform>hlè</latinform> reflects an <reconstruction>*s-</reconstruction> prefix (cf. Lepcha <latinform>săli</latinform>).</par>
441411	T	"<par>According to Bradley (1979:304-5), this form coexists with Mpi <latinform>tɕhɑ²lɑʔ⁴</latinform>; see <xref ref=""1284"">#1284 </xref>.</par>"
